Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2020,7,24,06:50,UTC,7,1002.2,68,0,-1,13.8,7.9,32680,205,7,4.2
2020,7,24,07:00,UTC,6,1002.2,71,0,-1,14.6,9.5,44145,196,6.9,3.7
2020,7,24,07:10,UTC,4,1002.2,69,0,-1,15.4,9.7,43291,187,7,3
2020,7,24,07:20,UTC,5,1002.1,71,0,-1,15,9.8,47364,183,5.9,3.4
2020,7,24,07:30,UTC,6,1002.3,78,0,-1,14.6,10.7,44873,177,6.7,3.6
2020,7,24,07:40,UTC,7,1002.4,79,0,-1,14.7,11,39967,172,6.4,3.2
2020,7,24,07:50,UTC,7,1002.3,80,0,-1,14.5,11,22327,162,6.7,3.7
2020,7,24,08:00,UTC,7,1002.4,79,0,-1,14.5,10.9,20124,196,5.4,2.9
2020,7,24,08:10,UTC,7,1002.3,75,0,-1,15,10.7,12372,214,8.8,3.2
2020,7,24,08:20,UTC,7,1002.4,64,0,-1,15.7,9,21612,225,11.5,5.7
2020,7,24,08:30,UTC,7,1002.4,64,0,-1,15.8,9.1,24832,226,8.4,5.7
2020,7,24,08:40,UTC,8,1002.5,64,0,-1,15.7,8.9,34320,227,9.5,6.1
2020,7,24,08:50,UTC,8,1002.6,66,0,-1,15.5,9.1,38113,224,8.3,5.7
2020,7,24,09:00,UTC,8,1002.7,64,0,-1,15.6,8.9,36773,222,10.7,6.2
2020,7,24,09:10,UTC,8,1002.8,64,0,-1,15.6,8.7,45329,228,10.8,6.4
2020,7,24,09:20,UTC,8,1002.8,64,0,-1,15.3,8.6,40540,217,9.6,5.9
2020,7,24,09:30,UTC,8,1002.9,64,0,-1,15.3,8.6,39406,224,10.1,5.7
2020,7,24,09:40,UTC,8,1003,65,0,-1,15.4,8.8,46102,221,11.2,5.9
2020,7,24,09:50,UTC,7,1003,66,0,-1,15.6,9.3,35575,222,9.6,4.8
2020,7,24,10:00,UTC,7,1003,69,0,-1,15.4,9.9,41873,206,8.4,5.1
2020,7,24,10:10,UTC,7,1003,73,0.5,-1,14.9,10.1,12873,210,9.4,5.9
2020,7,24,10:20,UTC,7,1003,85,0.4,-1,14.1,11.6,38513,202,7.3,4.2
2020,7,24,10:30,UTC,7,1003,80,0,-1,14.9,11.4,44578,206,8,4.5
2020,7,24,10:40,UTC,8,1003.1,78,0,-1,14.9,11.1,44635,198,8.4,4.3
2020,7,24,10:50,UTC,7,1003.2,76,0,-1,15.2,10.9,42557,210,10.2,5.6
2020,7,24,11:00,UTC,7,1003.2,72,0,-1,15.8,10.8,38145,215,9,5.5
2020,7,24,11:10,UTC,7,1003.2,72,0,-1,15.9,10.8,43115,208,9.4,5
2020,7,24,11:20,UTC,7,1003.2,71,0,-1,15.9,10.7,43387,211,12.6,6.5
2020,7,24,11:30,UTC,7,1003.2,71,0,-1,16,10.8,39614,211,10.4,6.1
2020,7,24,11:40,UTC,7,1003.3,68,0,-1,16.1,10.3,44177,213,11.7,7.4
2020,7,24,11:50,UTC,7,1003.3,71,0,-1,16.1,10.9,40007,210,11.1,6.7
2020,7,24,12:00,UTC,7,1003.3,71,0,-1,16,10.8,40517,209,11.9,6.9
2020,7,24,12:10,UTC,7,1003.4,68,0,-1,16.1,10.2,41802,212,11.1,6.5
2020,7,24,12:20,UTC,7,1003.4,72,0,-1,16,10.9,37419,211,13.9,7.3
2020,7,24,12:30,UTC,7,1003.5,69,0,-1,16.4,10.8,35976,207,9.7,5.7
2020,7,24,12:40,UTC,7,1003.5,70,0,-1,16.6,11.2,30580,214,9.6,6.1
2020,7,24,12:50,UTC,7,1003.6,72,0,-1,16.1,11.1,14729,214,13,7.2
2020,7,24,13:00,UTC,7,1003.7,81,0.8,-1,15.6,12.3,38070,209,9.9,6
2020,7,24,13:10,UTC,7,1003.7,83,0,-1,15.7,12.8,33121,205,7.6,4.7
2020,7,24,13:20,UTC,7,1003.6,83,0,-1,15.7,12.8,29101,211,9.3,4.3
2020,7,24,13:30,UTC,7,1003.7,77,0,-1,16.1,12.1,39720,215,10.7,6.8
2020,7,24,13:40,UTC,7,1003.7,75,0,-1,16.1,11.6,37481,214,9.9,6.3
2020,7,24,13:50,UTC,7,1003.7,75,0,-1,16.2,11.8,39207,219,8.1,5.3
2020,7,24,14:00,UTC,8,1003.6,73,0,-1,16.3,11.5,43770,216,10.2,5.6
2020,7,24,14:10,UTC,8,1003.6,72,0,-1,16.2,11.2,35964,216,9,5.6
2020,7,24,14:20,UTC,8,1003.6,72,0,-1,16.4,11.3,47575,221,10.1,5.9
2020,7,24,14:30,UTC,7,1003.6,68,0,-1,16.5,10.7,41696,223,9.6,5.5
2020,7,24,14:40,UTC,7,1003.5,68,0,-1,16.7,10.6,42660,222,7.1,4.8
2020,7,24,14:50,UTC,7,1003.5,66,0,-1,16.8,10.6,49034,224,6.8,4
2020,7,24,15:00,UTC,4,1003.5,63,0,-1,17.1,10,42044,218,7.6,4.5
2020,7,24,15:10,UTC,6,1003.5,57,0,-1,17,8.6,41289,215,8.8,5.3
2020,7,24,15:20,UTC,6,1003.6,59,0,-1,17.2,9.1,48117,211,8.7,5.3
2020,7,24,15:30,UTC,7,1003.6,58,0,-1,17.5,9.2,45635,215,8.7,4.5
2020,7,24,15:40,UTC,7,1003.6,52,0,-1,17.7,7.9,45066,208,11.5,6.4
2020,7,24,15:50,UTC,7,1003.6,50,0,-1,17.5,7,37856,212,12.2,8
2020,7,24,16:00,UTC,6,1003.5,49,0,-1,17.5,6.5,41549,215,11.6,6.6
2020,7,24,16:10,UTC,3,1003.5,51,0,-1,17.4,7.2,38705,213,8.4,5
2020,7,24,16:20,UTC,0,1003.5,53,0,-1,17.3,7.7,44618,215,9.8,6.4
2020,7,24,16:30,UTC,0,1003.6,55,0,-1,17.4,8.2,48477,221,8.4,5.5
2020,7,24,16:40,UTC,0,1003.6,59,0,-1,17.1,9,42169,215,10,6.8
2020,7,24,16:50,UTC,0,1003.8,64,0,-1,16.9,10.1,41424,217,9.5,5.7
2020,7,24,17:00,UTC,1,1003.9,70,0,-1,16.3,10.9,40376,199,9.1,5.3
2020,7,24,17:10,UTC,1,1003.9,75,0,-1,15.6,11.2,33933,192,7.5,3.9
2020,7,24,17:20,UTC,1,1003.9,78,0,-1,15.2,11.4,42104,191,6.4,4
2020,7,24,17:30,UTC,3,1004,80,0,-1,15.3,11.9,38976,190,8.3,4.6
2020,7,24,17:40,UTC,6,1004.1,82,0,-1,15,11.9,39656,187,12.1,6.1
2020,7,24,17:50,UTC,7,1004,83,0,-1,14.7,11.9,31769,191,10.5,6
2020,7,24,18:00,UTC,7,1003.9,83,0,-1,14.7,11.9,39924,189,9,4.9
2020,7,24,18:10,UTC,7,1003.9,84,0,-1,14.6,12,34663,183,8.1,3.9
2020,7,24,18:20,UTC,2,1003.9,86,0,-1,14.1,11.7,31686,187,8.9,4.8
2020,7,24,18:30,UTC,1,1003.9,88,0,-1,13.7,11.8,31647,187,7,4.5
2020,7,24,18:40,UTC,4,1003.9,90,0,-1,13.6,12,32411,188,7.3,4.1
2020,7,24,18:50,UTC,6,1003.9,90,0,-1,13.7,12.1,29989,188,5.4,3.1
2020,7,24,19:00,UTC,7,1004,91,0,-1,13.7,12.3,12971,188,6.5,3.3
2020,7,24,19:10,UTC,8,1004,93,0,-1,13.6,12.6,17863,191,5.5,3.2
2020,7,24,19:20,UTC,7,1004,94,0,-1,13.5,12.6,26765,189,4.5,2.9
2020,7,24,19:30,UTC,7,1004,95,0,-1,13.5,12.7,25720,186,4.7,2.7
2020,7,24,19:40,UTC,7,1004,95,0,-1,13.5,12.7,16840,192,5.1,3.3
2020,7,24,19:50,UTC,8,1003.9,96,8,-1,13.4,12.7,2195,184,8.3,4.3
2020,7,24,20:00,UTC,8,1004,97,0.4,-1,13.2,12.7,13332,183,8,3.8
2020,7,24,20:10,UTC,8,1004.1,97,0,-1,13.3,12.8,9762,194,6.3,3.7
2020,7,24,20:20,UTC,8,1004,96,0,-1,13.2,12.6,9850,196,9,4.7
2020,7,24,20:30,UTC,8,1004,97,0,-1,13,12.5,15229,189,6.6,4.3
2020,7,24,20:40,UTC,8,1003.9,97,0,-1,13,12.5,12804,178,6.5,3.3
2020,7,24,20:50,UTC,8,1003.9,98,0.7,-1,13,12.6,11489,172,6.5,3.1
2020,7,24,21:00,UTC,8,1003.9,98,0,-1,13,12.7,9791,176,5.6,3.2
2020,7,24,21:10,UTC,8,1004,98,0.8,-1,13,12.7,9545,175,4.8,2.8
2020,7,24,21:20,UTC,8,1003.9,98,0.2,-1,13,12.7,9520,167,4.4,2.7
2020,7,24,21:30,UTC,8,1003.8,98,0,-1,13.1,12.8,8690,157,5.2,3.2
2020,7,24,21:40,UTC,8,1003.7,98,0,-1,13.1,12.9,8990,158,4.5,2.8
2020,7,24,21:50,UTC,8,1003.6,98,0,-1,13.1,12.8,9222,159,4,2.4
2020,7,24,22:00,UTC,8,1003.6,98,0.4,-1,13.1,12.8,9537,157,4.3,2.9
2020,7,24,22:10,UTC,8,1003.5,99,0,-1,13,12.8,8917,158,5.3,3
2020,7,24,22:20,UTC,8,1003.4,99,0,-1,13,12.8,8013,160,4.5,2.6
2020,7,24,22:30,UTC,8,1003.5,99,0,-1,13,12.8,10117,160,4.2,2.6
2020,7,24,22:40,UTC,8,1003.4,99,0,-1,13,12.8,12669,159,4.3,2.8
2020,7,24,22:50,UTC,8,1003.4,99,0,-1,13,12.9,13228,154,4.7,2.8
2020,7,24,23:00,UTC,8,1003.5,99,0,-1,13.1,12.9,11083,145,4.2,2.8
2020,7,24,23:10,UTC,8,1003.4,99,0.7,-1,13,12.8,8163,141,3.7,2.6
2020,7,24,23:20,UTC,8,1003.4,99,0.4,-1,13,12.8,7993,141,4.3,2.8
2020,7,24,23:30,UTC,8,1003.4,99,0.1,-1,13,12.9,9156,140,3.9,2.8
2020,7,24,23:40,UTC,8,1003.3,99,0.4,-1,13,12.9,8260,139,4,2.3
2020,7,24,23:50,UTC,8,1003.3,99,0.6,-1,13.1,12.9,9171,134,3.4,2.2
2020,7,25,00:00,UTC,8,1003.2,99,0.2,-1,13.1,13,8734,133,3.2,2
2020,7,25,00:10,UTC,8,1003.2,99,0.4,-1,13.1,13,9647,133,3,2.2
2020,7,25,00:20,UTC,8,1003.2,99,0,-1,13.1,13,10130,137,2.7,2
2020,7,25,00:30,UTC,8,1003.1,99,0.3,-1,13.1,12.9,7935,124,2.5,2
2020,7,25,00:40,UTC,8,1003,99,0.2,-1,13.1,12.9,6502,118,3.3,2.4
2020,7,25,00:50,UTC,8,1003,99,0.5,-1,13.1,13,5938,122,3.4,2.5
2020,7,25,01:00,UTC,8,1003,99,0.1,-1,13.2,13,6715,123,3.8,2.6
2020,7,25,01:10,UTC,8,1003,99,1.3,-1,13.2,13.1,5524,125,5,3.2
2020,7,25,01:20,UTC,8,1002.9,99,1.3,-1,13.1,13,8738,130,4.5,2.9
2020,7,25,01:30,UTC,8,1002.9,99,0.7,-1,13.1,12.9,9146,121,3.9,2.4
2020,7,25,01:40,UTC,8,1002.8,99,1.9,-1,13.1,13,7082,146,3.8,2.2
2020,7,25,01:50,UTC,8,1002.8,99,1.4,-1,13.1,13,6692,123,2.9,2
2020,7,25,02:00,UTC,8,1002.7,99,0.7,-1,13.2,13.1,5764,126,4,2.4
2020,7,25,02:10,UTC,8,1002.7,99,0.9,-1,13.4,13.2,6646,128,4.6,2.7
2020,7,25,02:20,UTC,8,1002.7,99,0.1,-1,13.4,13.3,6748,136,4.4,2.8
2020,7,25,02:30,UTC,8,1002.7,99,0,-1,13.4,13.3,7727,132,4.5,2.7
2020,7,25,02:40,UTC,8,1002.7,99,0.4,-1,13.4,13.3,11254,142,4.9,3.1
2020,7,25,02:50,UTC,8,1002.7,99,0.3,-1,13.5,13.3,9114,140,4.7,3.1
2020,7,25,03:00,UTC,8,1002.7,99,0.2,-1,13.5,13.3,9400,138,4.5,2.8
2020,7,25,03:10,UTC,8,1002.7,99,0,-1,13.4,13.3,11153,136,4.4,2.9
2020,7,25,03:20,UTC,8,1002.7,99,0,-1,13.5,13.3,14832,139,4.7,3.3
2020,7,25,03:30,UTC,8,1002.6,99,0,-1,13.5,13.4,10525,130,5.3,3.3
2020,7,25,03:40,UTC,8,1002.6,99,0,-1,13.6,13.5,9991,126,4.6,2.7
2020,7,25,03:50,UTC,8,1002.6,99,0.7,-1,13.6,13.5,13928,130,4.1,2.7
2020,7,25,04:00,UTC,8,1002.6,99,0.1,-1,13.6,13.5,15369,131,3.5,2.3
2020,7,25,04:10,UTC,8,1002.7,99,0,-1,13.8,13.6,13288,132,3.6,2
2020,7,25,04:20,UTC,8,1002.7,99,0,-1,13.7,13.6,11614,140,4.4,2.5
2020,7,25,04:30,UTC,8,1002.6,99,0,-1,13.8,13.7,11205,149,5.1,2.7
2020,7,25,04:40,UTC,8,1002.7,99,0,-1,14,13.9,12973,144,4.5,2.5
2020,7,25,04:50,UTC,8,1002.7,99,0,-1,13.9,13.8,13842,139,4.3,2.6
2020,7,25,05:00,UTC,7,1002.7,99,0,-1,14,13.8,16706,142,3.6,2.2
2020,7,25,05:10,UTC,7,1002.7,99,0,-1,14,13.8,16893,140,3.9,2.1
2020,7,25,05:20,UTC,7,1002.7,98,0,-1,14.1,13.9,11614,126,2.8,1.6
2020,7,25,05:30,UTC,7,1002.7,98,0,-1,14.2,13.9,13275,125,2.1,1
2020,7,25,05:40,UTC,7,1002.7,98,0,-1,14.4,14.1,14656,132,2.1,1.3
2020,7,25,05:50,UTC,7,1002.7,97,0,-1,14.5,14.1,20904,102,1.2,0.7
2020,7,25,06:00,UTC,8,1002.8,97,0,-1,14.7,14.2,20949,35,1.3,0.5
2020,7,25,06:10,UTC,8,1002.9,95,0,-1,14.7,13.9,33133,321,1.3,0.7
2020,7,25,06:20,UTC,8,1003,95,0,-1,14.8,14,38661,300,2.3,1.4
2020,7,25,06:30,UTC,8,1003,94,0,-1,14.8,13.8,36058,319,2.1,1.4
2020,7,25,06:40,UTC,8,1003.1,92,0,-1,15.1,13.7,41675,316,2,1.5
2020,7,25,06:50,UTC,8,1003.1,90,0,-1,15.5,13.9,44969,340,2.5,1.7
2020,7,25,07:00,UTC,7,1003.2,87,0,-1,15.7,13.4,42819,338,2.3,1.5
2020,7,25,07:10,UTC,7,1003.3,89,0,-1,15.4,13.7,43538,311,5.1,2.6
2020,7,25,07:20,UTC,7,1003.4,89,0,-1,15.3,13.6,38391,310,5.2,3.9
2020,7,25,07:30,UTC,8,1003.6,89,0,-1,14.9,13.2,41021,311,6.8,4.2
2020,7,25,07:40,UTC,7,1003.7,90,0,-1,15.1,13.4,40578,318,5.3,3.4
2020,7,25,07:50,UTC,7,1003.9,87,0,-1,15.2,13,49896,307,6.3,3.8
2020,7,25,08:00,UTC,7,1004,86,0,-1,15.7,13.3,37765,315,6.4,4.7
2020,7,25,08:10,UTC,7,1004.2,85,0,-1,15.4,12.9,46354,322,6.7,4.7
2020,7,25,08:20,UTC,7,1004.3,83,0,-1,15.5,12.7,41407,312,6.2,4.3
2020,7,25,08:30,UTC,8,1004.4,82,0,-1,16.1,13,44262,307,5.7,3.6
2020,7,25,08:40,UTC,8,1004.4,82,0,-1,16.2,13.2,47177,324,5.8,3.6
2020,7,25,08:50,UTC,6,1004.6,79,0,-1,16.4,12.8,45923,325,5.7,4.3
2020,7,25,09:00,UTC,4,1004.7,78,0,-1,17,13.1,47446,323,6.3,3.8
2020,7,25,09:10,UTC,2,1004.8,74,0,-1,16.6,12,40165,324,5.9,3.9
2020,7,25,09:20,UTC,1,1005,73,0,-1,17.4,12.5,45212,294,5.2,3.3
2020,7,25,09:30,UTC,3,1005,73,0,-1,17.3,12.4,46474,305,6.5,3.6
2020,7,25,09:40,UTC,2,1005.1,71,0,-1,17.9,12.6,45713,285,5.1,2.6
2020,7,25,09:50,UTC,2,1005.1,64,0,-1,17.9,11,46579,307,5.8,2.6
2020,7,25,10:00,UTC,1,1005.3,61,0,-1,18.4,10.8,39876,284,4.6,2.9
2020,7,25,10:10,UTC,2,1005.3,59,0,-1,18.7,10.5,38836,264,4.9,2.9
2020,7,25,10:20,UTC,4,1005.4,56,0,-1,18.6,9.7,40702,259,4.7,2.8
2020,7,25,10:30,UTC,6,1005.6,66,0,-1,18.1,11.7,43197,234,5.7,3.5
2020,7,25,10:40,UTC,7,1005.7,77,0,-1,17.2,13.2,43290,195,7.2,4.6
2020,7,25,10:50,UTC,8,1005.8,74,0,-1,17.8,13.1,35195,193,7.7,4.2
2020,7,25,11:00,UTC,7,1005.9,77,0,-1,17.2,13.2,41719,182,7.3,3.5
2020,7,25,11:10,UTC,7,1006,82,0,-1,16.3,13.1,34073,192,7.2,4
2020,7,25,11:20,UTC,7,1006.2,77,0,-1,16.7,12.7,34688,238,9.3,5.2
2020,7,25,11:30,UTC,8,1006.4,71,0,-1,17,11.6,46560,255,7.4,4.4
2020,7,25,11:40,UTC,8,1006.5,69,0,-1,17.4,11.5,46999,264,6.7,4.2
2020,7,25,11:50,UTC,8,1006.5,66,0,-1,18.5,12,35029,253,6.1,3.7
2020,7,25,12:00,UTC,7,1006.6,65,0,-1,19.2,12.5,37215,253,6.8,4
2020,7,25,12:10,UTC,5,1006.7,70,0,-1,17.9,12.4,34925,213,7.8,4.1
2020,7,25,12:20,UTC,6,1006.7,65,0,-1,19.3,12.5,46188,206,6.4,3.9
2020,7,25,12:30,UTC,5,1006.8,58,0,-1,19.9,11.4,38862,238,7.1,3.8
2020,7,25,12:40,UTC,4,1006.9,62,0,-1,18.9,11.4,36851,227,6.2,4.1
2020,7,25,12:50,UTC,4,1006.9,59,0,-1,19.5,11.2,43418,210,9,5.5
2020,7,25,13:00,UTC,4,1007.1,66,0,-1,18.7,12.2,41582,192,10.7,6.9
2020,7,25,13:10,UTC,5,1007.1,69,0,-1,18.7,12.8,44808,183,9,4.6
2020,7,25,13:20,UTC,4,1007.1,65,0,-1,18.8,12.2,38050,191,10,6.5
2020,7,25,13:30,UTC,4,1007.2,56,0,-1,20.2,11.1,44230,217,8.9,5.6
2020,7,25,13:40,UTC,2,1007.3,53,0,-1,19.7,9.7,32442,223,7.9,4.5
2020,7,25,13:50,UTC,2,1007.4,52,0,-1,19.4,9.4,39969,201,8.8,6.5
2020,7,25,14:00,UTC,1,1007.5,51,0,-1,19.8,9.2,39249,208,9.2,6.1
2020,7,25,14:10,UTC,0,1007.5,56,0,-1,19.9,10.9,33161,214,8.3,5.3
2020,7,25,14:20,UTC,0,1007.6,49,0,-1,19.5,8.6,37018,201,8.8,6
2020,7,25,14:30,UTC,0,1007.7,53,0,-1,19.3,9.6,43571,201,9.5,6.1
2020,7,25,14:40,UTC,0,1007.8,50,0,-1,19.3,8.5,40372,205,7.7,5.9
2020,7,25,14:50,UTC,0,1008,52,0,-1,19.2,9,47812,204,9.9,5.9
2020,7,25,15:00,UTC,0,1008.1,56,0,-1,18.9,10,45309,212,8.2,5.4
2020,7,25,15:10,UTC,0,1008.1,56,0,-1,18.8,9.9,46500,221,9,6.1
2020,7,25,15:20,UTC,0,1008.2,55,0,-1,18.5,9.1,47700,222,9.8,6.8
2020,7,25,15:30,UTC,1,1008.3,54,0,-1,18.6,9.1,45433,220,9.7,5.6
2020,7,25,15:40,UTC,0,1008.3,55,0,-1,18.4,9.2,41354,224,9.3,6.4
2020,7,25,15:50,UTC,0,1008.4,55,0,-1,18,9,46215,221,8.9,6.4
2020,7,25,16:00,UTC,0,1008.4,59,0,-1,17.1,8.9,37894,228,7.8,5.3
2020,7,25,16:10,UTC,0,1008.5,62,0,-1,17.1,9.7,47193,217,6.9,4.1
2020,7,25,16:20,UTC,0,1008.6,61,0,-1,17.3,9.7,46980,210,6.3,4.1
2020,7,25,16:30,UTC,1,1008.7,62,0,-1,17.1,9.8,50000,211,5.5,3.8
2020,7,25,16:40,UTC,1,1008.8,62,0,-1,17.4,10,36961,211,6.9,4.6
2020,7,25,16:50,UTC,3,1008.9,61,0,-1,17.6,10,46734,211,6.6,4.9
2020,7,25,17:00,UTC,2,1009.1,63,0,-1,17.8,10.6,42290,220,6.2,4.3
2020,7,25,17:10,UTC,1,1009.1,64,0,-1,17.7,10.8,44162,220,7.7,4.6
2020,7,25,17:20,UTC,1,1009.3,65,0,-1,17.4,10.8,46164,223,6.4,4.3
2020,7,25,17:30,UTC,0,1009.4,68,0,-1,17.1,11.1,48198,217,5.7,3.4
2020,7,25,17:40,UTC,0,1009.5,68,0,-1,16.7,10.8,49681,225,6,4.3
2020,7,25,17:50,UTC,0,1009.6,71,0,-1,16.2,11,49530,228,5.3,3.3
2020,7,25,18:00,UTC,0,1009.8,72,0,-1,16.1,11,46350,238,5,3.4
2020,7,25,18:10,UTC,0,1009.9,74,0,-1,15.9,11.2,48766,239,5,3.4
2020,7,25,18:20,UTC,0,1010,76,0,-1,15.5,11.4,48316,236,4.5,2.9
2020,7,25,18:30,UTC,0,1010.1,76,0,-1,15.6,11.4,49868,236,4.4,3.6
2020,7,25,18:40,UTC,0,1010.3,77,0,-1,15.5,11.4,48401,256,3.9,2.4
2020,7,25,18:50,UTC,0,1010.4,77,0,-1,15.3,11.4,49091,267,4.1,2.9
2020,7,25,19:00,UTC,1,1010.5,77,0,-1,15.4,11.3,50000,269,3.8,2.9
2020,7,25,19:10,UTC,1,1010.5,82,0,-1,14.8,11.8,50000,275,3,2.1
2020,7,25,19:20,UTC,1,1010.6,87,0,-1,13.7,11.6,47782,263,2.7,2
2020,7,25,19:30,UTC,0,1010.7,90,0,-1,13.2,11.6,47282,255,2.6,2.1
2020,7,25,19:40,UTC,0,1010.9,93,0,-1,12.7,11.6,44532,256,2.6,2.1
2020,7,25,19:50,UTC,0,1010.9,94,0,-1,12.4,11.5,40914,250,2.9,2.2
2020,7,25,20:00,UTC,0,1011.1,95,0,-1,12.2,11.4,38715,237,2.9,2.2
2020,7,25,20:10,UTC,0,1011.2,95,0,-1,12,11.3,41095,238,3.9,2.9
2020,7,25,20:20,UTC,0,1011.3,96,0,-1,11.8,11.2,39714,231,3.6,2.5
2020,7,25,20:30,UTC,0,1011.5,97,0,-1,11.6,11.1,34364,232,3.4,2.8
2020,7,25,20:40,UTC,0,1011.6,97,0,-1,11.6,11.2,32796,235,4,3
2020,7,25,20:50,UTC,0,1011.8,98,0,-1,11.4,11.1,31548,241,3.4,2.6
2020,7,25,21:00,UTC,0,1011.9,98,0,-1,11.4,11.1,32948,240,3.5,2.6
2020,7,25,21:10,UTC,0,1012,98,0,-1,11.4,11.1,29300,232,4,3.1
2020,7,25,21:20,UTC,0,1012.2,98,0,-1,11.3,11,27020,237,3.4,2.7
2020,7,25,21:30,UTC,0,1012.4,98,0,-1,11.2,11,23145,235,3.3,2.5
2020,7,25,21:40,UTC,0,1012.5,99,0,-1,11.3,11.1,25342,243,3.6,2.7
2020,7,25,21:50,UTC,0,1012.6,99,0,-1,11.3,11.1,25983,245,3.2,2.2
2020,7,25,22:00,UTC,0,1012.7,99,0,-1,11.3,11.1,24251,239,2.3,1.7
2020,7,25,22:10,UTC,0,1012.7,99,0,-1,11.1,10.9,21413,237,2.2,1.6
